203	59345
203	59346
203	59347
203	59348
203	59349
203	59350
203	59351
203	59352
203	59353
203	59354
203	59355
203	59356
203	59357
203	59358
203	59359
203	59360
203	59361
203	59362
203	59363
203	59364
203	59365
203	59366
203	59367
203	59368
203	59369
203	59370
203	59371
203	59372
203	59373
203	59374
203	59375
203	59376
203	59377
203	59378
203	59379
203	59380
203	59381
203	59382
203	59383
203	59384
203	59385
203	59386
203	59387
203	59388
203	59389
203	59390
203	59391
203	59392
203	59393
203	59394
203	59395
203	59396
203	59397
203	59398
203	59399
203	59400
203	59401
203	59402
203	59403
203	59404
203	59405
203	59406
203	59407
203	59408
203	59409
203	59410
203	59411
203	59412
203	59413
203	59414
203	59415
203	59416
203	59417
203	59418
203	59419
203	59420
203	59421
203	59422
203	59423
203	59424
203	59425
203	59426
203	59427
203	59428
203	59429
203	59430
203	59431
203	59432
203	59433
203	59434
203	59435
203	59436
203	59437
203	59438
203	59439
203	59440
203	59441
203	59442
203	59443
203	59444
203	59445
203	59446
203	59447
203	59448
203	59449
203	59450
203	59451
203	59452
203	59453
203	59454
203	59455
203	59456
203	59457
203	59458
203	59459
203	59460
203	59461
203	59462
203	59463
203	59464
203	59465
203	59466
203	59467
203	59468
203	59469
203	59470
203	59471
203	59472
203	59473
203	59474
203	59475
203	59476
203	59477
203	59478
203	59479
203	59480
203	59481
203	59482
203	59483
203	59484
203	59485
203	59486
203	59487
203	59488
203	59489
203	59490
203	59491
203	59492
203	59493
203	59494
203	59495
203	59496
203	59497
203	59498
203	59499
203	59500
203	59501
203	59502
203	59503
203	59504
203	59505
203	59506
203	59507
203	59508
203	59509
203	59510
203	59511
203	59512
203	59513
203	59514
203	59515
203	59516
203	59517
203	59518
203	59519
203	59520
203	59521
203	59522
203	59523
203	59524
203	59525
203	59526
203	59527
203	59528
203	59529
203	59530
203	59531
203	59532
203	59533
203	59534
203	59535
203	59536
203	59537
203	59538
203	59539
203	59540
203	59541
203	59542
203	59543
203	59544
203	59545
203	59546
203	59547
203	59548
203	59549
203	59550
203	59551
203	59552
203	59553
203	59554
203	59555
203	59556
203	59557
203	59558
203	59559
203	59560
203	59561
203	59562
203	59563
203	59564
203	59565
203	59566
203	59567
203	59568
203	59569
203	59570
